category,subject,body,label
HMRC/Tax,Immediate: Compliance Review,We detected compliance review. Please verify your account within 24 hours to avoid service interruption. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Invoice/Payment,Final Reminder: Payment Confirmation,Our monitoring systems identified payment confirmation. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Banking,Attention: Account Review,We require confirmation following account review. Delayed action may result in temporary account restrictions. This message relates to your banking services. Please follow the provided verification steps.,1
University,Final Reminder: Library Account,Your account has been flagged due to library account. Review your information promptly. This message relates to your university services. Please follow the provided verification steps.,1
Technical Support,Final Reminder: Software License,Your account has been flagged due to software license. Review your information promptly. This message relates to your technical support services. Please follow the provided verification steps.,1
HMRC/Tax,Reminder: Secure Message,We detected secure message. Please verify your account within 24 hours to avoid service interruption. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Microsoft 365,Urgent: Unusual Sign-In,"As part of a routine security review regarding unusual sign-in, please complete the requested verification. This message relates to your microsoft 365 services. Please follow the provided verification steps.",1
PayPal,Action Required: Invoice Received,Your account has been flagged due to invoice received. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
Amazon,Urgent: Purchase Alert,We detected purchase alert. Please verify your account within 24 hours to avoid service interruption. This message relates to your amazon services. Please follow the provided verification steps.,1
Parcel Delivery,Immediate: Parcel Release,Our monitoring systems identified parcel release. Confirm your identity to protect your account. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
HMRC/Tax,Attention: Rebate Notice,We require confirmation following rebate notice. Delayed action may result in temporary account restrictions. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
PayPal,Immediate: Billing Verification,We require confirmation following billing verification. Delayed action may result in temporary account restrictions. This message relates to your paypal services. Please follow the provided verification steps.,1
University,Urgent: Mfa Update,We detected MFA update. Please verify your account within 24 hours to avoid service interruption. This message relates to your university services. Please follow the provided verification steps.,1
Parcel Delivery,Important: Shipping Delay,We detected shipping delay. Please verify your account within 24 hours to avoid service interruption. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
PayPal,Attention: Refund Notice,Your account has been flagged due to refund notice. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
Technical Support,Immediate: Service Interruption,Our monitoring systems identified service interruption. Confirm your identity to protect your account. This message relates to your technical support services. Please follow the provided verification steps.,1
Password Reset,Action Required: Authentication Issue,We require confirmation following authentication issue. Delayed action may result in temporary account restrictions. This message relates to your password reset services. Please follow the provided verification steps.,1
Parcel Delivery,Immediate: Package Held,"As part of a routine security review regarding package held, please complete the requested verification. This message relates to your parcel delivery services. Please follow the provided verification steps.",1
PayPal,Urgent: Billing Verification,Our monitoring systems identified billing verification. Confirm your identity to protect your account. This message relates to your paypal services. Please follow the provided verification steps.,1
Technical Support,Critical: Support Verification,"As part of a routine security review regarding support verification, please complete the requested verification. This message relates to your technical support services. Please follow the provided verification steps.",1
Banking,Important: Payment Confirmation,Your account has been flagged due to payment confirmation. Review your information promptly. This message relates to your banking services. Please follow the provided verification steps.,1
Microsoft 365,Notice: Mfa Verification,"As part of a routine security review regarding MFA verification, please complete the requested verification. This message relates to your microsoft 365 services. Please follow the provided verification steps.",1
PayPal,Attention: Invoice Received,We require confirmation following invoice received. Delayed action may result in temporary account restrictions. This message relates to your paypal services. Please follow the provided verification steps.,1
Microsoft 365,Security Alert: Mailbox Suspension,Our monitoring systems identified mailbox suspension. Confirm your identity to protect your account. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Invoice/Payment,Security Alert: Payment Failure,Your account has been flagged due to payment failure. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
University,Urgent: Library Account,We require confirmation following library account. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
Technical Support,Important: Service Interruption,Our monitoring systems identified service interruption. Confirm your identity to protect your account. This message relates to your technical support services. Please follow the provided verification steps.,1
Banking,Reminder: Unusual Login,Your account has been flagged due to unusual login. Review your information promptly. This message relates to your banking services. Please follow the provided verification steps.,1
Invoice/Payment,Notice: Billing Issue,Your account has been flagged due to billing issue. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Password Reset,Important: Password Expiry,We detected password expiry. Please verify your account within 24 hours to avoid service interruption. This message relates to your password reset services. Please follow the provided verification steps.,1
Banking,Urgent: Account Locked,"As part of a routine security review regarding account locked, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Microsoft 365,Important: Unusual Sign-In,Our monitoring systems identified unusual sign-in. Confirm your identity to protect your account. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
HMRC/Tax,Notice: Secure Message,"As part of a routine security review regarding secure message, please complete the requested verification. This message relates to your hmrc/tax services. Please follow the provided verification steps.",1
PayPal,Reminder: Billing Verification,"As part of a routine security review regarding billing verification, please complete the requested verification. This message relates to your paypal services. Please follow the provided verification steps.",1
Invoice/Payment,Urgent: Invoice Correction,We require confirmation following invoice correction. Delayed action may result in temporary account restrictions. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
University,Security Alert: Password Reset,Your account has been flagged due to password reset. Review your information promptly. This message relates to your university services. Please follow the provided verification steps.,1
HMRC/Tax,Security Alert: Tax Refund,Your account has been flagged due to tax refund. Review your information promptly. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
PayPal,Attention: Account Limitation,Your account has been flagged due to account limitation. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
Password Reset,Security Alert: Account Recovery,We detected account recovery. Please verify your account within 24 hours to avoid service interruption. This message relates to your password reset services. Please follow the provided verification steps.,1
PayPal,Final Reminder: Invoice Received,"As part of a routine security review regarding invoice received, please complete the requested verification. This message relates to your paypal services. Please follow the provided verification steps.",1
Amazon,Notice: Gift Card,"As part of a routine security review regarding gift card, please complete the requested verification. This message relates to your amazon services. Please follow the provided verification steps.",1
Banking,Attention: Payment Confirmation,Our monitoring systems identified payment confirmation. Confirm your identity to protect your account. This message relates to your banking services. Please follow the provided verification steps.,1
Invoice/Payment,Urgent: Overdue Invoice,Your account has been flagged due to overdue invoice. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
University,Important: Email Quota,We require confirmation following email quota. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
HMRC/Tax,Security Alert: Tax Refund,We detected tax refund. Please verify your account within 24 hours to avoid service interruption. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Banking,Final Reminder: Account Review,Your account has been flagged due to account review. Review your information promptly. This message relates to your banking services. Please follow the provided verification steps.,1
Password Reset,Reminder: Credential Update,"As part of a routine security review regarding credential update, please complete the requested verification. This message relates to your password reset services. Please follow the provided verification steps.",1
University,Security Alert: Password Reset,Our monitoring systems identified password reset. Confirm your identity to protect your account. This message relates to your university services. Please follow the provided verification steps.,1
Amazon,Critical: Return Confirmation,Your account has been flagged due to return confirmation. Review your information promptly. This message relates to your amazon services. Please follow the provided verification steps.,1
Banking,Security Alert: New Device Login,We require confirmation following new device login. Delayed action may result in temporary account restrictions. This message relates to your banking services. Please follow the provided verification steps.,1
Invoice/Payment,Reminder: Payment Failure,Our monitoring systems identified payment failure. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Password Reset,Reminder: Login Problem,We detected login problem. Please verify your account within 24 hours to avoid service interruption. This message relates to your password reset services. Please follow the provided verification steps.,1
University,Reminder: Library Account,We require confirmation following library account. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
Technical Support,Immediate: Security Scan,We require confirmation following security scan. Delayed action may result in temporary account restrictions. This message relates to your technical support services. Please follow the provided verification steps.,1
PayPal,Attention: Refund Notice,We detected refund notice. Please verify your account within 24 hours to avoid service interruption. This message relates to your paypal services. Please follow the provided verification steps.,1
Amazon,Security Alert: Gift Card,Your account has been flagged due to gift card. Review your information promptly. This message relates to your amazon services. Please follow the provided verification steps.,1
Parcel Delivery,Notice: Customs Fee,Your account has been flagged due to customs fee. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Parcel Delivery,Notice: Courier Notice,We detected courier notice. Please verify your account within 24 hours to avoid service interruption. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Invoice/Payment,Important: Purchase Order,Your account has been flagged due to purchase order. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Amazon,Attention: Purchase Alert,Our monitoring systems identified purchase alert. Confirm your identity to protect your account. This message relates to your amazon services. Please follow the provided verification steps.,1
Parcel Delivery,Attention: Customs Fee,We require confirmation following customs fee. Delayed action may result in temporary account restrictions. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Parcel Delivery,Notice: Delivery Failed,We require confirmation following delivery failed. Delayed action may result in temporary account restrictions. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
PayPal,Attention: Account Limitation,"As part of a routine security review regarding account limitation, please complete the requested verification. This message relates to your paypal services. Please follow the provided verification steps.",1
Technical Support,Final Reminder: Helpdesk Ticket,"As part of a routine security review regarding helpdesk ticket, please complete the requested verification. This message relates to your technical support services. Please follow the provided verification steps.",1
Invoice/Payment,Final Reminder: Supplier Update,"As part of a routine security review regarding supplier update, please complete the requested verification. This message relates to your invoice/payment services. Please follow the provided verification steps.",1
Microsoft 365,Final Reminder: Security Alert,Your account has been flagged due to security alert. Review your information promptly. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
PayPal,Important: Invoice Received,Our monitoring systems identified invoice received. Confirm your identity to protect your account. This message relates to your paypal services. Please follow the provided verification steps.,1
HMRC/Tax,Important: Tax Calculation,Your account has been flagged due to tax calculation. Review your information promptly. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
HMRC/Tax,Important: Tax Account,We detected tax account. Please verify your account within 24 hours to avoid service interruption. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Banking,Action Required: Unusual Login,"As part of a routine security review regarding unusual login, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
University,Reminder: Account Suspension,Our monitoring systems identified account suspension. Confirm your identity to protect your account. This message relates to your university services. Please follow the provided verification steps.,1
HMRC/Tax,Critical: Identity Check,We require confirmation following identity check. Delayed action may result in temporary account restrictions. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Microsoft 365,Urgent: Unusual Sign-In,"As part of a routine security review regarding unusual sign-in, please complete the requested verification. This message relates to your microsoft 365 services. Please follow the provided verification steps.",1
Amazon,Security Alert: Gift Card,"As part of a routine security review regarding gift card, please complete the requested verification. This message relates to your amazon services. Please follow the provided verification steps.",1
PayPal,Immediate: Payment On Hold,We detected payment on hold. Please verify your account within 24 hours to avoid service interruption. This message relates to your paypal services. Please follow the provided verification steps.,1
Amazon,Action Required: Seller Message,"As part of a routine security review regarding seller message, please complete the requested verification. This message relates to your amazon services. Please follow the provided verification steps.",1
PayPal,Important: Account Limitation,Your account has been flagged due to account limitation. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
HMRC/Tax,Notice: Payment Reminder,Our monitoring systems identified payment reminder. Confirm your identity to protect your account. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Invoice/Payment,Security Alert: Wire Transfer,Our monitoring systems identified wire transfer. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
HMRC/Tax,Notice: Secure Message,We require confirmation following secure message. Delayed action may result in temporary account restrictions. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Technical Support,Immediate: Software License,Our monitoring systems identified software license. Confirm your identity to protect your account. This message relates to your technical support services. Please follow the provided verification steps.,1
Microsoft 365,Security Alert: Mfa Verification,We require confirmation following MFA verification. Delayed action may result in temporary account restrictions. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
PayPal,Urgent: Buyer Protection,We detected buyer protection. Please verify your account within 24 hours to avoid service interruption. This message relates to your paypal services. Please follow the provided verification steps.,1
University,Urgent: Account Suspension,"As part of a routine security review regarding account suspension, please complete the requested verification. This message relates to your university services. Please follow the provided verification steps.",1
Microsoft 365,Security Alert: Mailbox Suspension,Our monitoring systems identified mailbox suspension. Confirm your identity to protect your account. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Banking,Important: Identity Verification,"As part of a routine security review regarding identity verification, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Technical Support,Action Required: Software License,We detected software license. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
Technical Support,Action Required: Security Scan,We detected security scan. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
Invoice/Payment,Notice: Billing Issue,"As part of a routine security review regarding billing issue, please complete the requested verification. This message relates to your invoice/payment services. Please follow the provided verification steps.",1
PayPal,Attention: Buyer Protection,"As part of a routine security review regarding buyer protection, please complete the requested verification. This message relates to your paypal services. Please follow the provided verification steps.",1
Amazon,Critical: Return Confirmation,We detected return confirmation. Please verify your account within 24 hours to avoid service interruption. This message relates to your amazon services. Please follow the provided verification steps.,1
Invoice/Payment,Final Reminder: Billing Issue,Our monitoring systems identified billing issue. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Parcel Delivery,Notice: Tracking Update,We detected tracking update. Please verify your account within 24 hours to avoid service interruption. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
HMRC/Tax,Final Reminder: Identity Check,Our monitoring systems identified identity check. Confirm your identity to protect your account. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Banking,Final Reminder: Account Locked,"As part of a routine security review regarding account locked, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Parcel Delivery,Reminder: Reschedule Delivery,We detected reschedule delivery. Please verify your account within 24 hours to avoid service interruption. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Amazon,Important: Security Review,We detected security review. Please verify your account within 24 hours to avoid service interruption. This message relates to your amazon services. Please follow the provided verification steps.,1
Microsoft 365,Reminder: Unusual Sign-In,Our monitoring systems identified unusual sign-in. Confirm your identity to protect your account. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Password Reset,Action Required: Security Confirmation,Our monitoring systems identified security confirmation. Confirm your identity to protect your account. This message relates to your password reset services. Please follow the provided verification steps.,1
Password Reset,Urgent: Account Recovery,We require confirmation following account recovery. Delayed action may result in temporary account restrictions. This message relates to your password reset services. Please follow the provided verification steps.,1
PayPal,Critical: Login Alert,We detected login alert. Please verify your account within 24 hours to avoid service interruption. This message relates to your paypal services. Please follow the provided verification steps.,1
Parcel Delivery,Immediate: Delivery Failed,"As part of a routine security review regarding delivery failed, please complete the requested verification. This message relates to your parcel delivery services. Please follow the provided verification steps.",1
Parcel Delivery,Critical: Signature Required,Your account has been flagged due to signature required. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Amazon,Reminder: Purchase Alert,Your account has been flagged due to purchase alert. Review your information promptly. This message relates to your amazon services. Please follow the provided verification steps.,1
PayPal,Reminder: Billing Verification,Your account has been flagged due to billing verification. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
Banking,Important: Card Restricted,Your account has been flagged due to card restricted. Review your information promptly. This message relates to your banking services. Please follow the provided verification steps.,1
PayPal,Notice: Wallet Update,Your account has been flagged due to wallet update. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
Invoice/Payment,Attention: Overdue Invoice,We require confirmation following overdue invoice. Delayed action may result in temporary account restrictions. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Banking,Final Reminder: Identity Verification,"As part of a routine security review regarding identity verification, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
University,Notice: Email Quota,"As part of a routine security review regarding email quota, please complete the requested verification. This message relates to your university services. Please follow the provided verification steps.",1
Microsoft 365,Critical: Security Alert,We require confirmation following security alert. Delayed action may result in temporary account restrictions. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
PayPal,Attention: Invoice Received,We detected invoice received. Please verify your account within 24 hours to avoid service interruption. This message relates to your paypal services. Please follow the provided verification steps.,1
Invoice/Payment,Important: Overdue Invoice,Our monitoring systems identified overdue invoice. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
PayPal,Attention: Account Limitation,We detected account limitation. Please verify your account within 24 hours to avoid service interruption. This message relates to your paypal services. Please follow the provided verification steps.,1
Microsoft 365,Immediate: Account Validation,Your account has been flagged due to account validation. Review your information promptly. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
PayPal,Security Alert: Transaction Review,"As part of a routine security review regarding transaction review, please complete the requested verification. This message relates to your paypal services. Please follow the provided verification steps.",1
PayPal,Notice: Security Check,Your account has been flagged due to security check. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
Technical Support,Important: Service Interruption,We detected service interruption. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
Amazon,Security Alert: Seller Message,Our monitoring systems identified seller message. Confirm your identity to protect your account. This message relates to your amazon services. Please follow the provided verification steps.,1
Amazon,Urgent: Payment Declined,"As part of a routine security review regarding payment declined, please complete the requested verification. This message relates to your amazon services. Please follow the provided verification steps.",1
University,Important: Tuition Notice,We require confirmation following tuition notice. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
PayPal,Reminder: Buyer Protection,We detected buyer protection. Please verify your account within 24 hours to avoid service interruption. This message relates to your paypal services. Please follow the provided verification steps.,1
Parcel Delivery,Attention: Customs Fee,We require confirmation following customs fee. Delayed action may result in temporary account restrictions. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Invoice/Payment,Notice: Payment Confirmation,Your account has been flagged due to payment confirmation. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Technical Support,Notice: System Update,Your account has been flagged due to system update. Review your information promptly. This message relates to your technical support services. Please follow the provided verification steps.,1
Banking,Final Reminder: Payment Confirmation,"As part of a routine security review regarding payment confirmation, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Microsoft 365,Final Reminder: Password Expiry,Our monitoring systems identified password expiry. Confirm your identity to protect your account. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
HMRC/Tax,Critical: Secure Message,We detected secure message. Please verify your account within 24 hours to avoid service interruption. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Technical Support,Notice: Critical Patch,Our monitoring systems identified critical patch. Confirm your identity to protect your account. This message relates to your technical support services. Please follow the provided verification steps.,1
PayPal,Important: Buyer Protection,Your account has been flagged due to buyer protection. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
Technical Support,Notice: Service Interruption,We detected service interruption. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
Invoice/Payment,Reminder: Wire Transfer,Our monitoring systems identified wire transfer. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
University,Security Alert: Mfa Update,We detected MFA update. Please verify your account within 24 hours to avoid service interruption. This message relates to your university services. Please follow the provided verification steps.,1
Amazon,Notice: Order Issue,Your account has been flagged due to order issue. Review your information promptly. This message relates to your amazon services. Please follow the provided verification steps.,1
Password Reset,Final Reminder: Reset Required,Your account has been flagged due to reset required. Review your information promptly. This message relates to your password reset services. Please follow the provided verification steps.,1
HMRC/Tax,Reminder: Rebate Notice,Your account has been flagged due to rebate notice. Review your information promptly. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Invoice/Payment,Action Required: Overdue Invoice,Our monitoring systems identified overdue invoice. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Banking,Security Alert: Account Review,"As part of a routine security review regarding account review, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Banking,Action Required: New Device Login,We require confirmation following new device login. Delayed action may result in temporary account restrictions. This message relates to your banking services. Please follow the provided verification steps.,1
Technical Support,Critical: Remote Assistance,We require confirmation following remote assistance. Delayed action may result in temporary account restrictions. This message relates to your technical support services. Please follow the provided verification steps.,1
Parcel Delivery,Attention: Parcel Release,We require confirmation following parcel release. Delayed action may result in temporary account restrictions. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Parcel Delivery,Attention: Shipping Delay,Our monitoring systems identified shipping delay. Confirm your identity to protect your account. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Technical Support,Critical: System Update,We require confirmation following system update. Delayed action may result in temporary account restrictions. This message relates to your technical support services. Please follow the provided verification steps.,1
University,Important: Password Reset,We require confirmation following password reset. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
PayPal,Important: Login Alert,Your account has been flagged due to login alert. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
Technical Support,Immediate: Critical Patch,We require confirmation following critical patch. Delayed action may result in temporary account restrictions. This message relates to your technical support services. Please follow the provided verification steps.,1
Invoice/Payment,Critical: Remittance Advice,Our monitoring systems identified remittance advice. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Parcel Delivery,Immediate: Package Held,"As part of a routine security review regarding package held, please complete the requested verification. This message relates to your parcel delivery services. Please follow the provided verification steps.",1
Technical Support,Immediate: Critical Patch,We require confirmation following critical patch. Delayed action may result in temporary account restrictions. This message relates to your technical support services. Please follow the provided verification steps.,1
Microsoft 365,Security Alert: Security Alert,We detected security alert. Please verify your account within 24 hours to avoid service interruption. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Technical Support,Attention: System Update,We detected system update. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
Parcel Delivery,Final Reminder: Customs Fee,We require confirmation following customs fee. Delayed action may result in temporary account restrictions. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Parcel Delivery,Urgent: Reschedule Delivery,Your account has been flagged due to reschedule delivery. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Amazon,Final Reminder: Security Review,We detected security review. Please verify your account within 24 hours to avoid service interruption. This message relates to your amazon services. Please follow the provided verification steps.,1
Amazon,Critical: Delivery Delay,We detected delivery delay. Please verify your account within 24 hours to avoid service interruption. This message relates to your amazon services. Please follow the provided verification steps.,1
University,Immediate: Mfa Update,"As part of a routine security review regarding MFA update, please complete the requested verification. This message relates to your university services. Please follow the provided verification steps.",1
PayPal,Notice: Login Alert,We require confirmation following login alert. Delayed action may result in temporary account restrictions. This message relates to your paypal services. Please follow the provided verification steps.,1
University,Urgent: Password Reset,We require confirmation following password reset. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
Banking,Important: Identity Verification,"As part of a routine security review regarding identity verification, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Microsoft 365,Final Reminder: Unusual Sign-In,Your account has been flagged due to unusual sign-in. Review your information promptly. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Parcel Delivery,Security Alert: Shipping Delay,Our monitoring systems identified shipping delay. Confirm your identity to protect your account. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Password Reset,Immediate: Verification Code,Our monitoring systems identified verification code. Confirm your identity to protect your account. This message relates to your password reset services. Please follow the provided verification steps.,1
HMRC/Tax,Security Alert: Tax Calculation,We require confirmation following tax calculation. Delayed action may result in temporary account restrictions. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Password Reset,Final Reminder: Account Recovery,Your account has been flagged due to account recovery. Review your information promptly. This message relates to your password reset services. Please follow the provided verification steps.,1
HMRC/Tax,Final Reminder: Payment Reminder,Your account has been flagged due to payment reminder. Review your information promptly. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Parcel Delivery,Important: Address Confirmation,We require confirmation following address confirmation. Delayed action may result in temporary account restrictions. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
University,Attention: Password Reset,"As part of a routine security review regarding password reset, please complete the requested verification. This message relates to your university services. Please follow the provided verification steps.",1
Invoice/Payment,Final Reminder: Overdue Invoice,We detected overdue invoice. Please verify your account within 24 hours to avoid service interruption. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
HMRC/Tax,Reminder: Rebate Notice,Your account has been flagged due to rebate notice. Review your information promptly. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Amazon,Important: Delivery Delay,Your account has been flagged due to delivery delay. Review your information promptly. This message relates to your amazon services. Please follow the provided verification steps.,1
Parcel Delivery,Reminder: Customs Fee,"As part of a routine security review regarding customs fee, please complete the requested verification. This message relates to your parcel delivery services. Please follow the provided verification steps.",1
Invoice/Payment,Security Alert: Finance Review,Our monitoring systems identified finance review. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Technical Support,Urgent: Virus Detected,"As part of a routine security review regarding virus detected, please complete the requested verification. This message relates to your technical support services. Please follow the provided verification steps.",1
Technical Support,Attention: Helpdesk Ticket,Our monitoring systems identified helpdesk ticket. Confirm your identity to protect your account. This message relates to your technical support services. Please follow the provided verification steps.,1
Banking,Urgent: New Device Login,We require confirmation following new device login. Delayed action may result in temporary account restrictions. This message relates to your banking services. Please follow the provided verification steps.,1
University,Critical: Library Account,We require confirmation following library account. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
HMRC/Tax,Action Required: Identity Check,We detected identity check. Please verify your account within 24 hours to avoid service interruption. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Technical Support,Security Alert: Critical Patch,Our monitoring systems identified critical patch. Confirm your identity to protect your account. This message relates to your technical support services. Please follow the provided verification steps.,1
Banking,Action Required: Security Verification,"As part of a routine security review regarding security verification, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Amazon,Urgent: Payment Declined,We detected payment declined. Please verify your account within 24 hours to avoid service interruption. This message relates to your amazon services. Please follow the provided verification steps.,1
HMRC/Tax,Immediate: Identity Check,We detected identity check. Please verify your account within 24 hours to avoid service interruption. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Amazon,Urgent: Gift Card,Our monitoring systems identified gift card. Confirm your identity to protect your account. This message relates to your amazon services. Please follow the provided verification steps.,1
Parcel Delivery,Action Required: Reschedule Delivery,We detected reschedule delivery. Please verify your account within 24 hours to avoid service interruption. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Banking,Critical: Account Locked,Our monitoring systems identified account locked. Confirm your identity to protect your account. This message relates to your banking services. Please follow the provided verification steps.,1
University,Critical: Mfa Update,We require confirmation following MFA update. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
HMRC/Tax,Reminder: Identity Check,"As part of a routine security review regarding identity check, please complete the requested verification. This message relates to your hmrc/tax services. Please follow the provided verification steps.",1
